id	event	name	photo	organization	position	sessions
rp14-speaker-1909	rp14	Eli Uzan	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/eli_uzan_foto.jpg	The Box, Screenz	Präsident von Screenz sowie Gründer und CEO von The Box	
rp14-speaker-191	rp14	Christian Bollert	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/christian-bollert_1000x667.jpg	detektor.fm / BEBE Medien GmbH	Managing director	
rp14-speaker-1910	rp14	Sabah Wahbe	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/sabah_wahbe_fuer_rp.jpg		Freie Produzentin	
rp14-speaker-1912	rp14	Dr. Nicola Balkenhol	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/balkenhol_dr_nicola_foto.jpg	Deutschlandradio	Leiterin Multimedia	
rp14-speaker-1913	rp14	Mona Rübsamen	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ruebsamen_foto.jpg	FluxFM	Geschäftsführende Gesellschafterin und Programmdirektion	
rp14-speaker-1914	rp14	Paul Jones	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/paul_jones_fuer_rp.jpg	JACKfm Oxfordshire	Producer, Writer, Voice	
rp14-speaker-1918	rp14	Hakan Tanriverdi	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/bla.jpg			
rp14-speaker-1919	rp14	Martin Giesler	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/facebooktwitterprofil.png	Ultrageheimes Geheimprojekt	CEO, Editor in Chief	
rp14-speaker-1920	rp14	Juliane Wiedemeier	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/julianewiedemeier.jpg	Prenzlauer Berg Nachrichten	Gründungsredakteurin	
rp14-speaker-1921	rp14	Charis Pape	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/988837_726888850664826_4743101_n.jpg	Oskar-von-Miller-Schule	Schülerin	
rp14-speaker-1922	rp14	Isabella David	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/isabella_2.jpg	HH-Mittendrin	Chefredakteurin	
rp14-speaker-1923	rp14	Majid Albunni	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/majid.jpeg	Radiomaker and activist		
rp14-speaker-1924	rp14	Daniel Bröckerhoff	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/daniel_broeckerhoff.jpg	Journalist und Moderator		
rp14-speaker-1926	rp14	Jonathan Dähne	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jonathan_fuer_rp.jpg	dailyme TV	Geschäftsführer	
rp14-speaker-1927	rp14	Christian Beetz	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/beetz_fuer_rp.jpg	gebrueder beetz 	Geschäftsführer	
rp14-speaker-1929	rp14	Christoph Fey	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/fey_foto.jpg	Entertainment Master Class	Geschäftsführer	
rp14-speaker-1930	rp14	Jochen Spangenberg	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jochen_spangenberg.jpg	Deutsche Welle	Innovation Projects New Media	
rp14-speaker-1931	rp14	Jürgen Roth	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/juergen_roth_foto.jpg	apparat multimedia GmbH	Geschäftsführer	
rp14-speaker-1932	rp14	Stefan Westphal	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/stephan_westphal_fuer_rp.jpg	mymediaguide.de	Chefredakteur	
rp14-speaker-1933	rp14	Holger Klein	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/klein_fuer_rp_foto.jpg	Wrint - Wer redet ist nicht tot	Podcaster	
rp14-speaker-1934	rp14	Michael Praetorius	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/michael_fuer_rp.jpg	NOEO	Geschäftsführer	
rp14-speaker-1935	rp14	Niels t´Hooft	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/niels_thooft.png	Hybridautor		
rp14-speaker-1936	rp14	Arthur Tolsma	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/arthur_tolsma.jpg	Coach und Moderator		
rp14-speaker-1937	rp14	Jörn Kamphuis	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/joern_kamphuis.jpg	Dozent, Moderator und Model		
rp14-speaker-1938	rp14	Thomas Bartoschek	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/thomas_bartoschek.jpg	Institut für Geoinformatik - WWU	Research Associate	
rp14-speaker-1939	rp14	Floyd Celluloyd	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/portrait_0.jpg			
rp14-speaker-1940	rp14	Annika Stenzel	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/annika_stenzel_ii.jpg			
rp14-speaker-1941	rp14	Natalie  Tenberg	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/profilbild_1.jpg	florakiez	Redakteurin	
rp14-speaker-1943	rp14	Stasch Christoph	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/dsc_0521.jpg	IfGI	PostDoc	
rp14-speaker-1944	rp14	Wolfgang Lünenbürger-Reidenbach	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/luebue_head.jpg	achtung! GmbH	Director Digital and Innovations	
rp14-speaker-1945	rp14	Morgan Marquis-Boire	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/morgan.jpg	Citizen Lab	Senior Researcher	
rp14-speaker-1946	rp14	Gabi Sobliye	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/gabinew.jpg	Tactical Technology Collective	Programme Coordinator 	
rp14-speaker-1948	rp14	Nicola Pinder	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/pinder_fuer_rp.jpg	Creatives Loop Berlin	Geschäftsführerin	
rp14-speaker-1949	rp14	AC  Coppens	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/coppens_ac.jpg	The Marketing Catalysts	Geschäftsführerin	
rp14-speaker-1951	rp14	Mihaela Gladovic	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/gladovic_mihaela_fuer_rp.jpg	ALEX Berlin	Moderatorin	
rp14-speaker-1953	rp14	McNamee Joe	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/joe.gif	European Digital Rights	Executive Director	
rp14-speaker-1959	rp14	Saskia Sassen	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/sassen.jpg	Columbia University		
rp14-speaker-196	rp14	Nicolas Wöhrl	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/diamant-24.jpg	University Duisburg-Essen	Post-Doc	
rp14-speaker-1962	rp14	Sarah Spiekermann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/sarah_spiekermann_0.jpeg	Wirtschaftsuniversität Wien		
rp14-speaker-1965	rp14	Greta Taubert	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/greta_taubert_kopie.jpg			
rp14-speaker-1966	rp14	Hannah Wilhelm 	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/hannah_wilhelm.jpg	Süddeutsche Zeitung 	Wirtschaftsredakteurin 	
rp14-speaker-1967	rp14	The Yes Men  	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/yes_men_stage.png	The Yes Men		
rp14-speaker-1968	rp14	Annalee Newitz	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/annalee-1.png	io9	Editor in Chief	
rp14-speaker-1969	rp14	Evgeny Morozov	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/morozov.jpg			
rp14-speaker-197	rp14	Anna Lena Schiller	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/annalena2011.png	Anna Lena Schiller	Head of Visual Sensemaking	
rp14-speaker-1970	rp14	Viktor  Mayer-Schönberger	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/viktor-mayerschoenberger.jpg			
rp14-speaker-1971	rp14	Ron Deibert	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/rondeibert_kopie.jpg	Citizen Lab	Director	
rp14-speaker-1972	rp14	Alexa Clay	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/alexa_clay.jpeg			
rp14-speaker-1973	rp14	Daniel Bode	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/bild_republica.jpg			
rp14-speaker-1979	rp14	Anatol Stefanowitsch	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/anatol_stefanowitsch.jpg	Freie Universität Berlin	Professor	
rp14-speaker-1980	rp14	Julian Möller	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/temp-julian.jpg	Oskar-von-Miller Schule	Schüler	
rp14-speaker-1981	rp14	Matthias Huhn	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/mhuhn.jpg	Oskar-von-Miller-Schule, Kassel	Lehrer	
rp14-speaker-1982	rp14	Jarosław Lipszyc	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/800px-wikimedia_polska_conference_2009_mk_29.jpg	Modern Poland Foundation	CEO	
rp14-speaker-1983	rp14	Aram Bartholl	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/aram-dropping-internet-section.jpg	Artist	independet	
rp14-speaker-1985	rp14	Guido Kopp	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/kopp-foto-klein.jpg	Kommunikationswissenschaftler	Psychotherapeutische Praxis	
rp14-speaker-1986	rp14	Andrei Soldatov	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/andrei_soldatov.jpg	Agentura.Ru	editor	
rp14-speaker-1999	rp14	Vanessa Carmicino	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/me1.png	Hagakure	Social Media Manager and Account Supervisor	
rp14-speaker-2000	rp14	Glyn  Moody 	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/461px-glyn_moody_1_cropped.jpg			
rp14-speaker-2009	rp14	Rafael  Vilela	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/captura_de_tela_2014-04-03_14.49.09.png	NINJA Media	Editor, photographer	
rp14-speaker-2016	rp14	Hannah Fry	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/hannah_fry_kopie.jpg			
rp14-speaker-2019	rp14	Markus Schaffrin	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ms_eco_neu_2011.jpg	eco e.V.	Geschäftsbereichsleiter Mitglieder Services	
rp14-speaker-2021	rp14	Christian Heise	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ch-sw_rep.jpg	Open Knowledge Foundation DE e.V.	Member of Board	
rp14-speaker-2031	rp14	Marcello Bonventre	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/marcello-bonventre.jpg	Radio Bremen	Redaktionsleiter Digitale Garage	
rp14-speaker-2032	rp14	Sophie Lamprou	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/sophie.jpg	Impact Hub Athens	Co-founder	
rp14-speaker-2033	rp14	Jay Fajardo	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/copy_of_sam5127.jpg	Launchgarage	Program Director	
rp14-speaker-2036	rp14	Alexander Mankowsky	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/13c399_012x.jpg	Daimler AG	Zukunftsforschung	
rp14-speaker-2045	rp14	Markus Hündgen	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/290700_2303656983839_1936452545_o.jpg	European Web Video Academy GmbH	CEO	
rp14-speaker-2046	rp14	Markos Lemma	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/lemmamarkos.jpg	iceaddis	co-founder 	
rp14-speaker-2063	rp14	Jörg Dörnemann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/joerg-doernemann.jpg	epubli	Geschäftsführer	
rp14-speaker-207	rp14	Tom Hillenbrand	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/trenchmann_kopie.jpg		Writer	
rp14-speaker-2089	rp14	Mirko Boehm	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/mirko-rp14.jpg	Endocode AG	Founding partner | CEO 	
rp14-speaker-2115	rp14	Elizaveta Barsegova	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/521875_501281516598329_947043866_n-2.jpg	betahaus | Berlin	Program Manager                             betahaus.com	
rp14-speaker-2128	rp14	Moushira Elamrawy	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/moushirabysagerepub.jpg		Designer and Technology Consultant	
rp14-speaker-2129	rp14	Stefania Druga	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/10155323_10202993306685935_3835252248019906839_n.jpg	HacKIDemia	Founder	
rp14-speaker-2135	rp14	Tiemo Ehmke	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/tiemo_ehmke_querformat_72dpi.jpg	icebauhaus	board member	
rp14-speaker-2149	rp14	Matthias  Trénel 	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/matthias_trenel.jpg	 Zebralog GmbH &amp; Co. KG	Gründer	
rp14-speaker-2168	rp14	Clarisse Iribagiza	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/3b.jpg	HeHe Limited	CEO	
rp14-speaker-2172	rp14	AHMED BASTAWY	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/selsela.jpg	icealex	cofounder	
rp14-speaker-2174	rp14	Bilal Ghalib	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/bilalhead.jpg	GEMSI	Catalyst 	
rp14-speaker-2189	rp14	Katina Sostmann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/portrait_small_katina_sostmann-720.jpg	IXDS	Design Lead	
rp14-speaker-2197	rp14	Richard Gutjahr	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/image_9.jpg	G! blog	Journalist und Blogger	
rp14-speaker-220	rp14	Julia Kloiber	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/julia_kloiber.jpg	Open Knowledge Foundation DE	Project Lead	
rp14-speaker-2203	rp14	Jeanette Hofmann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jeanette-hofmann1.jpg	WZB/HIIG		
rp14-speaker-2206	rp14	Roger Dr. Fischer	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/foto_klein.jpg	BMZ, Regierungsdirektor	Referatsleiter	
rp14-speaker-2207	rp14	David Knight	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/dave_knight_bio_pic2.jpg	Silicon Allee	Editor-in-Choef	
rp14-speaker-2209	rp14	Claudia Seifert	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/claudia_seifert_ifkbroschuere_2.jpg			
rp14-speaker-2217	rp14	Ferda Ataman	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/t.lobenwein_ferda_ataman-10.jpg	Mediendienst Integration	Leiterin	
rp14-speaker-2219	rp14	Johnny Haeusler	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/johnny_haeusler_bw.jpg	Spreeblick	Master of ceremony	
rp14-speaker-2220	rp14	Almasri Reem	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/679829_10152235472355484_294656010_o.jpg	7iber Dot Com	Internet Research Lead	
rp14-speaker-2221	rp14	Nani Jansen	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/photo_medium.jpeg	Media Legal Defence Initiative	Senior Legal Counsel	
rp14-speaker-2226	rp14	Jan Arpe	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/3933031897_9f7e99a285_b.jpg	Bertelsmann Stiftung	Project Manager	
rp14-speaker-2230	rp14	Faruq Hunter	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/head-shoulder-faruq.jpg	Geeks Gone Global	Chief Geek In Charge	
rp14-speaker-2232	rp14	Fabian-Carlos Guhl	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/fabian_guhl.png	FounderBus Africa	CEO FounderBus Africa	
rp14-speaker-2237	rp14	Friedrich Kitschelt	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/297014_1.jpg	BMZ	Staatssekretär	
rp14-speaker-2242	rp14	Sönke Bartling	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/5611_106792676876_5668657_n_0.jpg	dkfz		
rp14-speaker-2243	rp14	Sina Kamala	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/sk_bild.png	*		
rp14-speaker-2244	rp14	Michaela Lampert	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/kamikatze_squirrels.jpg			
rp14-speaker-2259	rp14	Paula Gutierrez	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/image_11.jpg	Impact Hub Bogota	Managing Director	
rp14-speaker-2266	rp14	Tariq Khokhar	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/tk_profile_color_hires.jpg	World Bank	Data Scientist	
rp14-speaker-2267	rp14	Julia Manske	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/dsc_0145-julia.jpg	Vodafone Institute 		
rp14-speaker-2269	rp14	Aleksey Stemmer	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/avatar_0.jpg	alexstemmer.com	photographer	
rp14-speaker-2270	rp14	Moritz Stefaner	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/mo_bw_dark.gif	Truth &amp; Beauty Operator	Self-employed	
rp14-speaker-2276	rp14	Franziska Bluhm	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/fb.jpg			
rp14-speaker-2280	rp14	Kaja Scheliga	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/hiig_portrait0212.jpg	HIIG	Doctoral Researcher	
rp14-speaker-2303	rp14	crispin hunt	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/crispin_hunt-2271-2-1.jpg	Featured Artists Coalition 	Co-Cheif Executive Officer	
rp14-speaker-2313	rp14	Helen Smith	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/hsmith_colour.jpg	IMPALA	Executive Chair	
rp14-speaker-2325	rp14	Helienne Lindvall	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/skiss_3_2_.jpg	Songwriter and columnist		
rp14-speaker-2326	rp14	Tobias Wallisser	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/wallisser.jpg	LAVA 		
rp14-speaker-2327	rp14	Elisabeth Wisniewski	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/339.jpg	Europäisches Parlament	Referentin für Öffentlichkeitsarbeit	
rp14-speaker-2329	rp14	Geraldine de Bastion	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/pic_into_the_wild.jpg	re:publica	Programmteam	
rp14-speaker-2331	rp14	Georg Wurth	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/s1180037_kl.jpg	Deutscher Hanf Verband	Geschäftsführer	
rp14-speaker-2332	rp14	Leonhard Dobusch	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ld0-square.jpg	Freie Universität Berlin	Juniorprofessor für Organisationstheorie	
rp14-speaker-2333	rp14	Pranesh Prakash	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/silver-wok-close-up-300.jpg	CIS / Yale ISP	Policy Director / A2K Fellow	
rp14-speaker-2336	rp14	Volker Tripp	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/picture-2373.jpg	Digitale Gesellschaft e.V.	Advocacy Manager	
rp14-speaker-2338	rp14	Helmuth Ritzer	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/platzhalter.jpg	moovel GmbH	CTO der moovel GmbH	
rp14-speaker-2339	rp14	Cem  Ergün-Müller	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/cem_official.jpeg	Telekom Innovation Laboratories	Head of Marketing and Communications	
rp14-speaker-2341	rp14	Walter Matthias  Kunze	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/platzhalter_0.jpg	trendquest		
rp14-speaker-2342	rp14	Sam Taylor	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/st_headshot_square.jpg	CMU	Commercial & Insights Associate	
rp14-speaker-2343	rp14	Sven Saekert	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/p1040364_square.jpg	Europäisches Parlament	Community Manager	
rp14-speaker-2344	rp14	Stephanie Hankey	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/picture-1929.jpg	Tactical Technology Collective	Co-Founder and Executive Director	
rp14-speaker-2349	rp14	Jessica S. Marquis	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/secrets.jpg	Unicornomics	Chief Unicornomicist	
rp14-speaker-235	rp14	Sascha Lobo	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/saschalobo_icon_gross.jpg	Autor, Vortragsredner, Internet.		
rp14-speaker-2351	rp14	Thilo Kunzemann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/photo_on_19-07-12_at_08.45_3.jpg	Europäisches Parlament	Web-Redakteur & Social Media Koordinator 	
rp14-speaker-2360	rp14	Frank  Rieger	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/frank_rieger.jpg			
rp14-speaker-2361	rp14	Jamie Love	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jamie_love_pic.jpg	Knowledge Ecology International	Director	
rp14-speaker-2367	rp14	Constantin Seibt	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/constantin-seibt-448x673.jpg	Tages-Anzeiger		
rp14-speaker-2372	rp14	Fredrik Debong	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/fdebong_1366148138_57.jpg	mySugr	Co-Founder	
rp14-speaker-2374	rp14	Jay Cousins	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/join.jpg	Mindflip		
rp14-speaker-2378	rp14	Alexis Rossi	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/alexis_rossi.jpeg	Internet Archive	Director of Web Services	
rp14-speaker-2379	rp14	 				
rp14-speaker-2380	rp14	Yvonne Hofstetter	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/yvonne-hofstetter.jpg	Teramark Technologies GmbH	Managing Director	
rp14-speaker-239	rp14	Sophie Hiltner	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/k800_100_6395.jpg	The blogosphere of your body	Physical therapist and BA of social sciences	
rp14-speaker-240	rp14	Sascha Funk	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jc_0.jpg	Rangsit University	Online Strategist & Lecturer	
rp14-speaker-242	rp14	Katrin Moser	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/946903_662318183784264_875719344_n.jpg			
rp14-speaker-247	rp14	Marcus John Henry Brown	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/img_1525.jpg	We Are Social Deutschland GmbH	Creative Director	
rp14-speaker-255	rp14	Balázs Bodó	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/img_9197.jpg	Institute for Information Law, UvA	Marie Curie Fellow	
rp14-speaker-256	rp14	Stephan Noller	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/f0c273d4ce7d5efbb42e4ddf17c1ab81.jpeg	nugg.ad AG	CEO	
rp14-speaker-281	rp14	Paul Klimpel	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/paul_klimpel_sw_halbprofil.jpg	Internet&amp;Gesellschaft Collaboratory	Koordinator Kulturelles Erbe	
rp14-speaker-283	rp14	Friedemann Karig	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/fk.png			
rp14-speaker-286	rp14	Jan C.  Rode 	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jcr_20110628_7922.jpg	Jan C. Rode - Der Medienlotse 	Digitalberater und Journalist 	
rp14-speaker-290	rp14	Sven Trautwein	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/sven_trautwein-300x300.jpg	zwillingswelten	Blogger	
rp14-speaker-303	rp14	Ole Reißmann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/olereissmann.jpg	Spiegel Online	Redakteur	
rp14-speaker-306	rp14	Kathrin  Kaufmann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/kathrin.xing_.jpg	Haruki	Beratung	
rp14-speaker-307	rp14	Annina Luzie Schmid	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/annina_1213.jpg	Utopianist		
rp14-speaker-316	rp14	Nanjira Sambuli	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/581613_393842494017594_295691506_n.jpeg	iHub Research	Research Manager	
rp14-speaker-318	rp14	Kixka Nebraska	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/profilagentin_kixka_2012.jpg	Die ProfilAgentin		
rp14-speaker-323	rp14	Constantin Alexander	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/constantin_alexander.png			
rp14-speaker-325	rp14	Marco Maas	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/foto_marco.jpg	OpenDataCity	Datenjournalist	
rp14-speaker-330	rp14	Sylke Gruhnwald	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/sgr.jpg	Neue Zürcher Zeitung	Team lead NZZ Data	
rp14-speaker-342	rp14	Nele Heise	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/2013-04-24_12.53.38-1_nele.jpg	Hans-Bredow-Institut Hamburg	Junior Researcher	
rp14-speaker-348	rp14	Andrea Meyer	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/andrea_portraet1_4c_800kb.jpg			
rp14-speaker-356	rp14	Ninia Binias	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ninia_portraet.jpg	papagei.com GmbH	Social Media Managerin	
rp14-speaker-360	rp14	Sanjay Goel	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/me_1.jpg	Oximity	CEO and Co-Founder	
rp14-speaker-368	rp14	Bernhard Pörksen	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/022r7105.jpg	Universität Tübingen	Professor für Medienwissenschaft	
rp14-speaker-373	rp14	Thomas Lohninger	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/fire-200kb.jpg	Digitale Gesellschaft		
rp14-speaker-375	rp14	Vivian Pein	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/xing1.jpg	Der Social Media Manager	Social Media Manager	
rp14-speaker-377	rp14	Moritz Metz	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/moritzmetz-profilbild.jpg	DRadio	Reporter	
rp14-speaker-378	rp14	Florian Steglich	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/fst_userpic.png	NZZ Lab		
rp14-speaker-387	rp14	Kathrin Passig	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/republicafoto_square_flipped.jpg	Kulturindustrie	Rädchen im Getriebe	
rp14-speaker-392	rp14	Joel Dullroy	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/screen_shot_2014-04-09_at_13.03.26.png	European Freelancers Movement	Campaign Manager	
rp14-speaker-425	rp14	Stefan Holtel	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/30a_0224.jpg	brightONE	Knowledge Workplace Maverick	
rp14-speaker-428	rp14	Mathias Schindler	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/img_4820.jpg	Wikimedia Deutschland	Projektmanager	
rp14-speaker-429	rp14	Max Woodtli	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/max2009.jpg	Päd. Hochschule Thurgau / klick AG	Hochschuldozent	
rp14-speaker-432	rp14	Nele Tabler	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/nele_tabler_web_sw.jpg	Karnele		
rp14-speaker-438	rp14	Johanna Emge	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/img_5786.jpg	Les Flaneurs 		
rp14-speaker-440	rp14	Thorsten Feldmann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/thorsten_feldmann-17.jpg	JBB Rechtsanwälte	Rechtsanwalt, Fachanwalt für Urheber- und Medienrecht, Partner	
rp14-speaker-453	rp14	Tim Pritlove	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/tim_pritlove_2009_avatar_512x512.jpg	Metaebene Personal Media	Spezialexperte	
rp14-speaker-455	rp14	Michael Kreil	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/avatar.png	OpenDataCity	Data Scientist	
